0,,,0,23.961763,120.093193,21457.000000,5.040000,26.480000,271.500000,17,127,1754447091,89,1438482291,0
0,,,0,23.961777,120.092697,21466.699219,5.530000,24.770000,271.290009,17,127,1754447093,92,1438482293,0
0,,DF17,7,23.962029,120.087479,21565.500000,4.960000,26.290001,274.619995,17,127,1754447114,113,1438482314,0
0,,DF17,7,23.962307,120.083710,21646.699219,4.580000,22.320000,273.350006,17,127,1754447128,126,1438482328,0
0,,DF17,7,23.962379,120.083099,21661.400391,3.680000,21.219999,280.700012,17,127,1754447133,132,1438482333,0
0,,DF17,7,23.962536,120.081795,21696.400391,4.900000,22.830000,277.980011,17,127,1754447139,138,1438482339,0
0,,DF17,7,23.966146,120.047638,22710.000000,5.100000,25.010000,275.269989,17,127,1754447318,61,1438482518,0
0,,DF17,7,23.966171,120.047401,22715.699219,6.090000,24.219999,278.170013,17,127,1754447319,62,1438482519,0
0,,DF17,7,23.966255,120.046936,22727.099609,5.110000,23.860001,283.290009,17,127,1754447321,64,1438482521,0
0,,DF17,7,23.966301,120.046722,22732.900391,6.480000,24.230000,281.510010,17,127,1754447322,65,1438482522,0
0,,DF17,7,23.963854,120.011650,23648.800781,5.770000,25.020000,259.320007,16,127,1754447485,228,1438482685,0
0,,DF17,7,23.963781,120.011406,23654.099609,4.930000,25.030001,260.570007,16,127,1754447486,229,1438482686,0
0,,DF17,7,23.963625,120.010139,23683.699219,4.750000,29.139999,257.510010,16,127,1754447491,234,1438482691,0
0,,DF17,7,23.963568,120.009872,23689.599609,6.770000,28.950001,257.109985,16,127,1754447492,235,1438482692,0
0,,DF17,7,23.963421,120.009079,23707.300781,6.690000,27.120001,260.910004,16,127,1754447495,238,1438482695,0
0,,DF17,7,23.963387,120.008804,23713.400391,5.440000,27.230000,262.450012,16,127,1754447496,239,1438482696,0
0,,,0,24.231312,120.458382,14525.599609,5.290000,28.160000,268.420013,19,127,1754532269,164,1438567469,0
0,,,0,24.231302,120.458099,14530.200195,3.950000,29.209999,267.510010,19,127,1754532270,165,1438567470,0
0,,,0,24.231291,120.457802,14534.700195,4.850000,29.530001,267.959991,19,127,1754532271,166,1438567471,0
0,,,0,24.231283,120.457520,14539.099609,4.010000,29.150000,268.339996,19,127,1754532272,167,1438567472,0
0,,,0,24.231272,120.457230,14543.299805,4.510000,28.889999,267.359985,19,127,1754532273,168,1438567473,0
0,,,0,24.231258,120.456947,14547.599609,3.910000,28.540001,265.910004,19,127,1754532274,169,1438567474,0
0,,,0,24.231237,120.456680,14551.799805,4.350000,27.750000,265.089996,19,127,1754532275,170,1438567475,0
0,,,0,24.231184,120.455887,14564.799805,3.840000,27.620001,266.760010,19,127,1754532278,173,1438567478,0
0,,,0,24.231169,120.455605,14569.200195,4.630000,28.330000,267.170013,19,127,1754532279,174,1438567479,0
0,,,0,24.231159,120.455322,14573.799805,4.430000,28.440001,267.950012,19,127,1754532280,175,1438567480,0
0,,,0,24.231150,120.455040,14578.500000,4.780000,29.010000,268.380005,19,127,1754532281,176,1438567481,0
0,,DF17,7,24.207487,120.282394,17119.500000,4.620000,28.610001,256.049988,19,127,1754532876,3,1438568076,0
0,,DF17,7,24.207424,120.282127,17124.099609,4.690000,27.809999,255.169998,19,127,1754532877,4,1438568077,0
0,,DF17,7,24.207085,120.280548,17150.400391,5.330000,27.070000,257.140015,19,127,1754532883,10,1438568083,0
0,,DF17,7,24.203575,120.267456,17373.000000,5.350000,28.620001,250.470001,19,127,1754532933,60,1438568133,0
0,,DF17,7,24.203314,120.266647,17387.300781,4.110000,29.990000,248.929993,19,127,1754532936,63,1438568136,0
0,,DF17,7,24.203020,120.265816,17401.199219,5.600000,30.950001,249.520004,19,127,1754532939,66,1438568139,0
0,,DF17,7,24.202822,120.265251,17411.300781,5.010000,30.209999,249.169998,19,127,1754532941,68,1438568141,0
0,,DF17,7,24.199205,120.252686,17628.300781,4.980000,29.000000,257.200012,19,127,1754532987,114,1438568187,0
0,,DF17,7,24.199148,120.252419,17632.800781,3.840000,28.250000,257.260010,19,127,1754532988,115,1438568188,0
0,,DF17,7,24.199093,120.252144,17637.000000,4.650000,27.889999,257.059998,19,127,1754532989,116,1438568189,0
0,,DF17,7,24.199034,120.251877,17641.900391,5.050000,28.200001,256.369995,19,127,1754532990,117,1438568190,0
0,,DF17,7,24.198975,120.251610,17646.300781,4.010000,27.920000,256.390015,19,127,1754532991,118,1438568191,0
0,,DF17,7,24.198769,120.250595,17663.699219,5.040000,26.719999,257.940002,19,127,1754532995,122,1438568195,0
0,,DF17,7,24.198608,120.249802,17678.099609,3.620000,27.500000,257.369995,19,127,1754532998,125,1438568198,0
0,,DF17,7,24.169905,120.171432,19348.699219,4.960000,21.910000,246.229996,17,127,1754533362,233,1438568562,0
0,,DF17,7,24.171688,120.110222,20927.800781,5.760000,20.570000,274.450012,16,127,1754533683,42,1438568883,0
0,,DF17,7,24.171703,120.110031,20932.500000,3.770000,20.299999,276.480011,16,127,1754533684,43,1438568884,0
0,,DF17,7,24.171724,120.109840,20936.900391,5.030000,19.980000,276.850006,16,127,1754533685,44,1438568885,0
0,,DF17,7,24.171745,120.109634,20941.599609,4.350000,19.760000,275.559998,16,127,1754533686,45,1438568886,0
0,,DF17,7,24.171762,120.109444,20945.900391,4.460000,19.510000,276.239990,16,127,1754533687,46,1438568887,0
0,,DF17,7,24.171785,120.109261,20951.000000,5.480000,19.170000,279.010010,16,127,1754533688,47,1438568888,0
0,,DF17,7,24.171816,120.109070,20955.699219,4.280000,19.139999,280.589996,16,127,1754533689,48,1438568889,0
0,,DF17,7,24.171846,120.108887,20960.800781,6.070000,19.139999,279.890015,16,127,1754533690,49,1438568890,0
0,,DF17,7,24.171871,120.108696,20966.099609,4.590000,19.110001,277.950012,16,127,1754533691,50,1438568891,0
0,,DF17,7,24.171896,120.108521,20970.800781,4.890000,19.000000,278.079987,16,127,1754533692,51,1438568892,0
0,,DF17,7,24.172009,120.101967,21161.400391,4.200000,15.770000,257.250000,17,127,1754533731,90,1438568931,0
0,,DF17,7,24.171974,120.101814,21165.699219,4.480000,15.630000,254.860001,17,127,1754533732,91,1438568932,0
0,,DF17,7,24.171938,120.101669,21170.800781,5.650000,14.880000,254.399994,17,127,1754533733,92,1438568933,0
0,,DF17,7,24.171789,120.100571,21205.300781,4.830000,16.350000,264.809998,17,127,1754533740,99,1438568940,0
0,,DF17,7,24.171715,120.099945,21221.400391,5.740000,14.840000,260.899994,17,127,1754533743,102,1438568943,0
0,,DF17,7,24.171618,120.099304,21246.500000,5.870000,17.370001,259.720001,17,127,1754533748,107,1438568948,0
0,,DF17,7,24.171268,119.963036,24494.699219,5.180000,20.750000,280.149994,17,127,1754534362,209,1438569562,0
0,,DF17,7,24.171307,119.962845,24500.400391,6.070000,20.260000,283.750000,17,127,1754534363,210,1438569563,0
0,,DF17,7,24.171354,119.962646,24505.699219,4.580000,20.549999,286.179993,17,127,1754534364,211,1438569564,0
0,,DF17,7,24.171406,119.962448,24510.699219,5.550000,21.340000,286.450012,17,127,1754534365,212,1438569565,0
0,,DF17,7,24.171515,119.962021,24521.400391,5.190000,23.500000,284.760010,17,127,1754534367,214,1438569567,0
0,,DF17,7,24.171574,119.961792,24526.900391,5.850000,25.129999,286.839996,17,127,1754534368,215,1438569568,0
0,,DF17,7,24.171642,119.961563,24532.000000,4.260000,25.980000,288.299988,17,127,1754534369,216,1438569569,0
0,,DF17,7,24.174786,119.930115,25195.900391,5.150000,25.510000,275.829987,17,127,1754534504,95,1438569704,0
0,,DF17,7,24.177408,119.859238,19691.000000,-29.760000,22.240000,265.359985,17,127,1754534805,140,1438570005,0
0,,DF17,7,24.174334,119.848679,18566.699219,-17.549999,25.290001,254.440002,17,127,1754534854,189,1438570054,0
0,,DF17,7,24.174271,119.848434,18549.300781,-16.600000,25.750000,253.779999,17,127,1754534855,190,1438570055,0
